category,glass_name,nasal_engraving,glass_index,material,glass_supplier_id,glass_supplier_name,image_engraving
Verres progressifs,NeoMADE/16 1.67,7N2,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,NeoMADE/19 1.67,7N1,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,NeoMADE/22 1.67,7N0,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,NeoMADE/16 1.6,6N2,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,NeoMADE/19 1.6,6N1,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,NeoMADE/22 1.6,6N0,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,NeoMADE/16 1.5,5N2,1.5,ORG AR blanc/couleur - Trans. - XTRActive - Photo,1958,INDO OPTICAL FRANCE,
Verres progressifs,NeoMADE/19 1.5,5N1,1.5,ORG AR blanc/couleur - Trans. - XTRActive - Photo,1958,INDO OPTICAL FRANCE,
Verres progressifs,NeoMADE/22 1.5,5N0,1.5,ORG AR blanc/couleur - Trans. - XTRActive - Photo,1958,INDO OPTICAL FRANCE,
Verres progressifs,Adapta-Short 1.6,Aps6,1.6,ORG AR blanc/couleur - Trans. - Photo,1958,INDO OPTICAL FRANCE,
Verres progressifs,Adapta-Short 1.5,Aps5,1.5,ORG AR blanc/couleur - Trans. - XTRActive - Photo,1958,INDO OPTICAL FRANCE,
Verres progressifs,Work Indofin 1.67/Work Indoor If-1.67,wr67 /wir67,1.67,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Work Indofin 1.6/Work Indoor If-1.6,wr6 / wir6,1.6,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Work Superfin 1.5/Work Indoor Sf-1.5,wr / wir,1.5,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,ETEREA / Blue Natural / Transition / Polarisant,https://si.france-optique.com/img/gravures/nasal/web_1807-nas-rond.tif.jpg,1.67,ORG,70,DIVEL FRANCE,datalake/staging/media\web_1807-nas-rond.tif.jpg
Uncategorized,Camber Desktop,,1.53,TVX,1488,HEPHILENS,
Uncategorized,Camber Desktop,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Camber Office,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Camber Office,,1.59,POLY,1488,HEPHILENS,
Uncategorized,Camber Office,,1.53,TVX,1488,HEPHILENS,
Uncategorized,Camber Home,,1.59,POLY,1488,HEPHILENS,
Uncategorized,Camber Home,,1.53,TVX,1488,HEPHILENS,
Uncategorized,Camber Home,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Facile,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Facile,,1.59,POLY,1488,HEPHILENS,
Uncategorized,Facile,,1.53,TVX,1488,HEPHILENS,
Uncategorized,ProDrive,,1.59,POLY,1488,HEPHILENS,
Uncategorized,ProDrive,,1.53,TVX,1488,HEPHILENS,
Uncategorized,ProDrive,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Bifocal Digital,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Bifocal Digital,,1.59,POLY,1488,HEPHILENS,
Uncategorized,Bifocal Digital,,1.53,TVX,1488,HEPHILENS,
Uncategorized,Single Vision Individual,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Single Vision Individual,,1.59,POLY,1488,HEPHILENS,
Uncategorized,Single Vision Individual,,1.53,TVX,1488,HEPHILENS,
Uncategorized,Single Vision Plus,,1.53,TVX,1488,HEPHILENS,
Uncategorized,Single Vision Plus,,1.59,POLY,1488,HEPHILENS,
Uncategorized,Single Vision Plus,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Single Vision ProDrive,,1.5 - 1.56 - 1.6 - 1.67 - 1.74,ORG,1488,HEPHILENS,
Uncategorized,Single Vision ProDrive,,1.59,POLY,1488,HEPHILENS,
Uncategorized,Single Vision ProDrive,,1.53,TVX,1488,HEPHILENS,
Verres Progressifs Made In France,Perception,,1.50 / 1.60 / 1.67,ORG,1488,HEPHILENS,
Verres progressifs,Work Indoor If-1.6,wir6,1.6,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Work Indoor Sf-1.5,wir,1.5,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Drive Indofin 1.67,dv67,1.67,ORG / Day-Night,1958,INDO OPTICAL FRANCE,
Verres progressifs,Drive Indofin 1.67 Polar,dvP67,1.67,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Drive Indofin 1.6,dv6,1.6,ORG / Day-Night,1958,INDO OPTICAL FRANCE,
Verres progressifs,Drive Indofin 1.6 Polar,dvP6,1.6,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Drive Superfin 1.5,dv,1.5,ORG / Day-Night / XTRActive,1958,INDO OPTICAL FRANCE,
Verres progressifs,Drive Sf-1.5 Polar,dvP,1.5,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Admira 1.8 Mineral,18,1.8,MIN,1958,INDO OPTICAL FRANCE,
Verres progressifs,Admira 1.6 Mineral,H,1.6,MIN Blanc / Photo,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax 1.74,mf74,1.74,ORG AR Blanc - Trans.,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax 1.67,mf67,1.67,ORG AR Blanc/Couleur - Trans. - Photo.,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax 1.67 Polar,mfP67,1.67,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax 1.6,mf6,1.6,ORG AR Blanc/Couleur - Trans. - Photo.,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax 1.6 Polar,mfP6,1.6,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax 1.5,mf,1.5,ORG AR Blanc/Couleur - Trans. - XTRActive - Photo.,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax 1.5 Polar,mfP,1.5,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax Sport 1.67 Polar N10,mfsP67,1.67,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax Sport 1.67 Couleur,mfs67,1.67,ORG*,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax Sport 1.6 Polar N10,mfsP6,1.6,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax Sport 1.6 Couleur,mfs6,1.6,ORG*,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax Sport 1.5 Polar N10,mfsP,1.5,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,UNImax Sport 1.5 Couleur,mfs,1.5,ORG*,1958,INDO OPTICAL FRANCE,
Verres progressifs,Forza 1.67,PY67/P8Y67,1.67,ORG AR blanc - Trans.,1958,INDO OPTICAL FRANCE,
Verres progressifs,Forza 1.67 Polar,PYP67/P8YP67,1.67,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Forza 1.6,PY6/P8Y6,1.6,ORG AR blanc - Trans.,1958,INDO OPTICAL FRANCE,
Verres progressifs,Forza 1.6 Polar,PYP6/P8YP6,1.6,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Forza 1.5,P/P8,1.5,ORG AR blanc/couleur - Trans. - XTRActive,1958,INDO OPTICAL FRANCE,
Verres progressifs,Forza 1.5 Polar,PP/P8P,1.5,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Indofin 1.67AS IndoPolar,R,1.67,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Indofin 1.6 IndoPolar,R,1.6,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Superfin IndoPolar,R,1.5,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Lecta Superfin,L,1.5,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Basic/16 1.5,5c,1.5,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Basic/19 1.5,5b,1.5,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Basic/16 1.6,6c,1.6,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Basic/19 1.6,6b,1.6,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Basic/16 1.67,7c,1.67,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Basic/19 1.67,7b,1.67,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Basic/16 1.74,8c,1.74,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,Yuniku Progressive Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,YP_7,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,"VARIOVID®  Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,1.5,ORG,2532,LEICA EYECARE,datalake/staging/media\web_1824-nas-leica-V4L.tif.jpg
Verres progressifs,ALIENA / Blue Natural / Fotocolor / Fotochroma / Transition / Xtractive / Fotocar / Speedy / Polarisant,https://si.france-optique.com/img/gravures/nasal/web_1808-nas-trianglecarre.tif.jpg,1.5,ORG,70,DIVEL FRANCE,datalake/staging/media\web_1808-nas-trianglecarre.tif.jpg
Verres Progressifs Made In France,Perception 770,,1.5 / 1.60 / 1.67 / 1.74,ORG,1488,HEPHILENS,
Verres Progressifs Made In France,Perception 770,,1.59,POLY,1488,HEPHILENS,
Verres Freinateur de Myopie,Myoshield,,1.59,POLY,1488,HEPHILENS,
Verres freinateur de myopie,Myoshield,,1.5 / 1.60 / 1.67 / 1.74,ORG,1488,HEPHILENS,
Verres progressifs Made In France,Perception,,1.59,POLY,1488,HEPHILENS,
Verres progressifs,Basic/19 1.74,8b,1.74,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres progressifs,MaxView-U 1.74,mWU74,1.74,ORG AR blanc - Trans.,1958,INDO OPTICAL FRANCE,
Verres progressifs,MaxView-U 1.67,mWU67,1.67,ORG AR blanc/couleur-Trans.-XTRActive-Photo-Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,MaxView-U 1.6,mWU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,MaxView-U 1.5,mWU,1.5,ORG AR blanc/couleur-Trans.-XTRActive-Photo-Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Maxima-U 1.74,mxU74,1.74,ORG AR blanc/couleur - Trans.,1958,INDO OPTICAL FRANCE,
Verres progressifs,Maxima-U 1.67,mxU67,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Maxima-U 1.6,mxU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Maxima-U 1.5,mxU,1.5,ORG AR blanc/couleur-Trans.-XTRActive-Photo-Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Maxima Sport-U 1.67,mxsU67,1.67,ORG Couleur - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Maxima Sport-U 1.6,mxsU6,1.6,ORG Couleur - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Maxima Sport-U 1.5,mxsU,1.5,ORG Couleur - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,EasyMax-U 1.67,esU67,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,EasyMax-U 1.6,esU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,EasyMax-U 1.5,esU,1.5,ORG AR blanc/couleur-Trans.-XTRActive-Photo-Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Ingenia-U 1.74,InU74,1.74,ORG AR Blanc - Transitions,1958,INDO OPTICAL FRANCE,
Verres progressifs,Ingenia-U 1.67,InU67,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Ingenia-U 1.6,InU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Ingenia-U 1.5,InU,1.5,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Activa-U 1.67,acU67,1.67,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Activa-U 1.6,acU6,1.6,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Activa-U 1.5,acU,1.5,ORG AR blanc/couleur - Trans. - Photo - Pola,1958,INDO OPTICAL FRANCE,
Verres progressifs,Superkid Miofocal 1.5 N-SuperClear,SMF,1.5,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Superkid Miofocal 1.5 eNGY Blue IR,SMF,1.5,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Superkid Miofocal 1.6 N-SuperClear,SMF6,1.6,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Superkid Miofocal 1.6 eNGY Blue IR,SMF6,1.6,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Superkid Miofocal 1.67 N-SuperClear,SMF67,1.67,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Superkid Miofocal 1.67 eNGY Blue IR,SMF67,1.67,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,Superkid Miofocal 1.74 N-SuperClear,SMF74,1.74,ORG,1958,INDO OPTICAL FRANCE,
Verres progressifs,MyStyle V+ EyeGenius Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,EG ,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,MyStyle V+ EyeGenius Eyas 1.60 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,EG ,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,MyStyle V+ EyeGenius PNX 1.53 UV2.0 (11 à 16mm) Blanc/Sensity 2,EG ,1.53,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,MyStyle V+ EyeGenius Organique 1.50 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,EG ,1.50,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 3i Indoor/Outdoor/Urban Eyvia 1.74 UV2.0 (11 à 14mm) Blanc,LI_7I ou LI_7O ou LI_7U,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 3 Indoor/Outdoor/Urban Eyvia 1.74 UV2.0 (11 à 14mm) Blanc,L_7I ou L_7O ou L_7U,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis Eyvia 1.74 UV2.0 (11mm - 14mm) Blanc,B17 ou B47,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Daynamic 1.53 (11mm - 14mm) Polarisant,DP1X ou DP4X,1.53,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,Amplitude Plus Eynoa 1.67 UV2.0 (11mm - 15mm) Blanc/Sensity 2/Sensity Dark,DA15 ou DA55,1.67,ORG Blanc/ PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Yuniku Digital T5/T9/T13 Eyvia 1.74 UV2.0 Blanc,YD7,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Yuniku Single Vision Eyvia 1.74 UV2.0 Blanc,YS7,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Nulux iDentity V+ EyeGenius Eyvia 1.74 UV2.0 Blanc,EG ,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Sync IIIi T5/T9/T13 Eyvia 1.74 UV2.0 Blanc,SYi7,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,MySelf Eyvia 1.74 UV2.0 (11 à 16mm) Blanc,MY_7,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis i Eyvia 1.74 UV2.0 (11mm - 14mm) Blanc,Bi17 ou Bi47,1.74,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Daynamic 1.67 Advanced Lights Protection (11mm - 14mm) Blanc,DP14L ou DP45L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Lifestyle 3i Indoor/Outdoor/Urban 1.67 Advanced Lights Protection (11 à 14mm) Blanc,LI_5LI ou LI_5LO ou LI_5LU,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Yuniku Progressive Eynoa 1.67 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,YP_5,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,MyStyle V+ EyeGenius Eynoa 1.67 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,EG ,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Lifestyle 3i  Indoor/Outdoor/Urban Eynoa 1.67 UV2.0 (11 à 14mm) Blanc/Sensity 2/Sensity Dark,LI_5I ou LI_5O ou LI_5U,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Lifestyle 3  Indoor/Outdoor/Urban 1.67 Advanced Lights Protection (11 à 14mm) Blanc,L_5LI ou L_5LO ou L_5LU,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis Eynoa 1.67 UV2.0 (11mm - 14mm) Blanc/Sensity 2/Sensity Dark,B15 ou B45,1.67,ORG Blanc /  PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Yuniku Digital T5/T9/T13 Eynoa 1.67 UV2.0 Blanc/Sensity 2/Sensity Dark/Fin Polarisant,YD5,1.67,ORG Blanc / PHO / POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,Yuniku Single Vision Eynoa 1.67 UV2.0 Blanc/Sensity 2/Sensity Dark/Fin Polarisant,YS5,1.67,ORG Blanc / PHO / POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,Nulux iDentity V+ EyeGenius Eynoa 1.67 UV2.0 Blanc/Sensity 2/Sensity Dark,EG ,1.67,ORG Blanc/ PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis i 1.67 Advanced Lights Protection (11mm - 14mm) Blanc,Bi15L ou Bi45L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,Daynamic PNX 1.53 UV2.0 (11mm - 14mm) Blanc/Sensity 2,DP1X ou DP4X,1.53,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,MySelf 1.67 Advanced Lights Protection (11 à 16mm) Blanc,MY_5L,1.67,ORG Blanc,130,HOYA VISION CARE FRANCE,
Verres progressifs,MyStyle V+ Eyas 1.60 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,MSV _3,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,MyStyle V+ PNX 1.53 UV2.0 (11 à 16mm) Blanc/Sensity 2,MSV _X,1.53,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,MyStyle V+ Organique 1.50 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,MSV _1,1.50,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 3i Close/Active/Allround 1.67 (11 à 14mm) Fin Polarisant,LI_5I ou LI_5O ou LI_5U,1.67,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,Daynamic 1.67 (11mm - 14mm) Fin Polarisant,DP14 ou DP45,1.67,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,Amplitude Plus Eyas 1.60 UV2.0 (11mm - 15mm) Blanc/Sensity 2/Sensity Dark,DA13 ou DA53,1.60,ORG Blanc/ PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,MySelf Eynoa 1.67 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,MY_5,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis i Eynoa 1.67 UV2.0 (11mm - 14mm) Blanc/Sensity 2/Sensity Dark,Bi15 ou  Bi45,1.67,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,Yuniku Progressive Eyas 1.60 UV2.0 (11 à 16mm) Blanc/Sensity 2/Sensity Dark,YP_3,1.60,ORG Blanc / PHO,130,HOYA VISION CARE FRANCE,
Verres progressifs,LifeStyle 3 Close/Active/Allround 1.67 (11 à 14mm) Fin Polarisant,L_5I ou L_5O ou L_5U,1.67,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,Balansis 1.67 (11mm - 14mm) Fin Polarisant,B15 ou B45,1.67,ORG POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,Yuniku Digital T5/T9/T13 Eyas 1.60 UV2.0 Blanc/Sensity 2/Sensity Dark/Fin Polarisant,YD3,1.60,ORG Blanc /  PHO / POLA,130,HOYA VISION CARE FRANCE,
Verres progressifs,"VARIOVID®  Cat.4 Blanc, ESM, Transitions®, Transitions® XTRActive™, Polarisant",https://si.france-optique.com/img/gravures/nasal/web_1824-nas-leica-V4L.tif.jpg,1.6,ORG,2532,LEICA EYECARE,datalake/staging/media\web_1824-nas-leica-V4L.tif.jpg
Uncategorized,ABSOLU URBAIN 1.5 blanc / X400 / Xblue / Transitions® GenS™ / Transitions® XTRActive® / Pola / Pol Dégradé / Pola DRW™,ABU,1.50,ORG,644,MEGA OPTIC,
Progressif Free-Form Personnalisé,INTEGRAL ou INTEGRAL IP 1.50 + Transitions,https://si.france-optique.com/img/gravures/nasal/web_94-nas-mont-royal-01.tif.jpg,1.5,ORG,1838,MONT ROYAL,datalake/staging/media\web_94-nas-mont-royal-01.tif.jpg
Verres progressifs,Intuitiv Plus Mio OR15,https://si.france-optique.com/img/gravures/nasal/web_12-nas-bbgr-01.tif.jpg,1.5,Organique,1344,BBGR OPTIQUE,datalake/staging/media\web_12-nas-bbgr-01.tif.jpg
Uncategorized,Maximo DS,https://si.france-optique.com/img/gravures/nasal/web_531-nas-bbgr-94.tif.jpg,1.5,ORG,127,OPTIC 200,datalake/staging/media\web_531-nas-bbgr-94.tif.jpg
Verres de proximité,Premid 160,,1.60,ORG,2395,OPHTALMIC COMPAGNIE,
Uncategorized,K Repos 1.5,KR,1.50,ORG,2217,K OPTICAL,
Verres progressifs,I'Vision® 4.1 Orgalit® Regular,https://si.france-optique.com/img/gravures/nasal/web_1596-nas-optovision-V1.tif.jpg,,Orgalit®,789,OPTOVISION GMBH,datalake/staging/media\web_1596-nas-optovision-V1.tif.jpg
Verres progressifs,Presio Touch 15 1.50,T N15,1.50,ORG,561,NIKON VERRES OPTIQUES,
Verres progressifs,Presio Touch 15 1.60,T N35,1.60,ORG,561,NIKON VERRES OPTIQUES,
Verres progressifs,Presio Touch 15 1.67,T N45,1.67,ORG,561,NIKON VERRES OPTIQUES,
Verres progressifs,Presio i Focus 15/13 1.50,F N15/N13,1.50,ORG,561,NIKON VERRES OPTIQUES,
Verres progressifs,Presio i Focus 15/13 1.60,F N35/N33,1.60,ORG,561,NIKON VERRES OPTIQUES,
Verres progressifs,EDEN zeta Fit / EDEN zeta Fit UV Clear / EDEN zeta Blue Clear / EDEN zeta Transitions TM Gen S® / EDEN zeta Transitions TM XTRActive® / EDEN zeta polarisant / EDEN zeta polarisant dégradé,EzF,1.5,ORG,711,NOVACEL,
Verres progressifs,ALIENA / Blue Natural / Fotocolor / Transition / Xtractive / Polarisant,https://si.france-optique.com/img/gravures/nasal/web_1808-nas-trianglecarre.tif.jpg,1.6,ORG,70,DIVEL FRANCE,datalake/staging/media\web_1808-nas-trianglecarre.tif.jpg
Verres progressifs,Superkid Miofocal 1.74 eNGY Blue IR,SMF74,1.74,ORG,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Work Indoor If-1.6,wir6,1.6,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Work Indoor Sf-1.5,wir,1.5,ORG / AR Blanc,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Drive Indofin 1.67,dv67,1.67,ORG / Day-Night,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Drive Indofin 1.67 Polar,dvP67,1.67,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Drive Indofin 1.6,dv6,1.6,ORG / Day-Night,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Drive Indofin 1.6 Polar,dvP6,1.6,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Drive Superfin 1.5,dv,1.5,ORG / Day-Night / XTRActive,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Drive Sf-1.5 Polar,dvP,1.5,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Admira 1.8 Mineral,18,1.8,MIN,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,Admira 1.6 Mineral,H,1.6,MIN Blanc / Photo,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,UNImax 1.74,mf74,1.74,ORG AR Blanc - Trans.,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,UNImax 1.67,mf67,1.67,ORG AR Blanc/Couleur - Trans. - Photo.,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,UNImax 1.67 Polar,mfP67,1.67,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,UNImax 1.6,mf6,1.6,ORG AR Blanc/Couleur - Trans. - Photo.,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,UNImax 1.6 Polar,mfP6,1.6,ORG Pola,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,UNImax 1.5,mf,1.5,ORG AR Blanc/Couleur - Trans. - XTRActive - Photo.,1958,INDO OPTICAL FRANCE,
Verres à Profondeur de champ,UNImax 1.5 Polar,mfP,1.5,ORG Pola,1958,INDO OPTICAL FRANCE,
